GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
Michigan,26,218281,3610530,All establishments,165444213,2014
Michigan,26,113683,196087,Establishments with 1 to 4 employees,8613459,2014
Michigan,26,43350,287396,Establishments with 5 to 9 employees,10239106,2014
Michigan,26,29546,398971,Establishments with 10 to 19 employees,14811853,2014
Michigan,26,19644,587842,Establishments with 20 to 49 employees,22717481,2014
Michigan,26,6619,459564,Establishments with 50 to 99 employees,19373045,2014
Michigan,26,3798,570972,Establishments with 100 to 249 employees,26534133,2014
Michigan,26,1044,350173,Establishments with 250 to 499 employees,18296875,2014
Michigan,26,371,258153,Establishments with 500 to 999 employees,14528227,2014
Michigan,26,226,501372,"Establishments with 1,000 employees or more",30330034,2014
Minnesota,27,147483,2566086,All establishments,126186474,2014
Minnesota,27,79427,127316,Establishments with 1 to 4 employees,5868624,2014
Minnesota,27,26098,174933,Establishments with 5 to 9 employees,6470272,2014
Minnesota,27,19804,267067,Establishments with 10 to 19 employees,9673707,2014
Minnesota,27,13460,405835,Establishments with 20 to 49 employees,16427291,2014
Minnesota,27,4658,321180,Establishments with 50 to 99 employees,14264762,2014
Minnesota,27,2837,428741,Establishments with 100 to 249 employees,20050048,2014
Minnesota,27,763,260158,Establishments with 250 to 499 employees,13997798,2014
Minnesota,27,267,184782,Establishments with 500 to 999 employees,12103101,2014
Minnesota,27,169,396074,"Establishments with 1,000 employees or more",27330871,2014
Mississippi,28,58541,912014,All establishments,32776761,2014
Mississippi,28,29502,56106,Establishments with 1 to 4 employees,1992117,2014
Mississippi,28,12669,83459,Establishments with 5 to 9 employees,2533569,2014
Mississippi,28,8179,109717,Establishments with 10 to 19 employees,3463150,2014
Mississippi,28,5279,158234,Establishments with 20 to 49 employees,5169215,2014
Mississippi,28,1676,115027,Establishments with 50 to 99 employees,3818328,2014
Mississippi,28,837,125209,Establishments with 100 to 249 employees,4611393,2014
Mississippi,28,258,89004,Establishments with 250 to 499 employees,3422037,2014
Mississippi,28,83,58396,Establishments with 500 to 999 employees,2376687,2014
Mississippi,28,58,116862,"Establishments with 1,000 employees or more",5390265,2014
Missouri,29,153945,2404701,All establishments,104217584,2014
Missouri,29,85460,142611,Establishments with 1 to 4 employees,5232974,2014
Missouri,29,27599,183172,Establishments with 5 to 9 employees,6263310,2014
Missouri,29,19275,260853,Establishments with 10 to 19 employees,9080417,2014
Missouri,29,13625,409983,Establishments with 20 to 49 employees,14931023,2014
Missouri,29,4508,308471,Establishments with 50 to 99 employees,11872124,2014
Missouri,29,2417,363579,Establishments with 100 to 249 employees,16145284,2014
Missouri,29,674,230170,Establishments with 250 to 499 employees,11162834,2014
Missouri,29,249,172502,Establishments with 500 to 999 employees,9662597,2014
Missouri,29,138,333360,"Establishments with 1,000 employees or more",19867021,2014
Montana,30,36791,363650,All establishments,13367122,2014
Montana,30,22140,35652,Establishments with 1 to 4 employees,1346687,2014
Montana,30,6839,45272,Establishments with 5 to 9 employees,1458597,2014
Montana,30,4195,56592,Establishments with 10 to 19 employees,1878056,2014
Montana,30,2502,73878,Establishments with 20 to 49 employees,2513378,2014
Montana,30,715,49540,Establishments with 50 to 99 employees,1752777,2014
Montana,30,317,47243,Establishments with 100 to 249 employees,1896542,2014
Montana,30,57,19387,Establishments with 250 to 499 employees,908418,2014
Montana,30,13,8940,Establishments with 500 to 999 employees,358842,2014
Montana,30,13,27146,"Establishments with 1,000 employees or more",1253825,2014
Nebraska,31,52991,851128,All establishments,34953442,2014
Nebraska,31,28656,49506,Establishments with 1 to 4 employees,1826469,2014
Nebraska,31,10149,67142,Establishments with 5 to 9 employees,2236322,2014
Nebraska,31,6820,91920,Establishments with 10 to 19 employees,3216008,2014
Nebraska,31,4783,143192,Establishments with 20 to 49 employees,5146214,2014
Nebraska,31,1430,97909,Establishments with 50 to 99 employees,3648913,2014
Nebraska,31,786,117335,Establishments with 100 to 249 employees,5211341,2014
Nebraska,31,240,82976,Establishments with 250 to 499 employees,3983881,2014
Nebraska,31,80,54676,Establishments with 500 to 999 employees,2890669,2014
Nebraska,31,47,146472,"Establishments with 1,000 employees or more",6793625,2014
Nevada,32,61625,1090071,All establishments,43673405,2014
Nevada,32,33184,53809,Establishments with 1 to 4 employees,2990022,2014
Nevada,32,11347,75761,Establishments with 5 to 9 employees,2756543,2014
Nevada,32,8273,111606,Establishments with 10 to 19 employees,4140500,2014
Nevada,32,5439,162083,Establishments with 20 to 49 employees,6038595,2014
Nevada,32,1837,125344,Establishments with 50 to 99 employees,4769719,2014
Nevada,32,1058,157697,Establishments with 100 to 249 employees,6041846,2014
Nevada,32,270,94099,Establishments with 250 to 499 employees,3959976,2014
Nevada,32,124,84941,Establishments with 500 to 999 employees,3408667,2014
Nevada,32,93,224731,"Establishments with 1,000 employees or more",9567537,2014
New Hampshire,33,37396,563323,All establishments,26936688,2014
New Hampshire,33,19628,35063,Establishments with 1 to 4 employees,1700828,2014
New Hampshire,33,7538,50275,Establishments with 5 to 9 employees,2036266,2014
New Hampshire,33,4995,67497,Establishments with 10 to 19 employees,2803042,2014
New Hampshire,33,3343,100303,Establishments with 20 to 49 employees,4272600,2014
New Hampshire,33,1051,71479,Establishments with 50 to 99 employees,3154393,2014
New Hampshire,33,609,89990,Establishments with 100 to 249 employees,4253503,2014
New Hampshire,33,159,54768,Establishments with 250 to 499 employees,2854649,2014
New Hampshire,33,51,33089,Establishments with 500 to 999 employees,1955453,2014
New Hampshire,33,22,60859,"Establishments with 1,000 employees or more",3905954,2014
New Jersey,34,230600,3526716,All establishments,202658061,2014
New Jersey,34,132285,228502,Establishments with 1 to 4 employees,10985838,2014
New Jersey,34,40739,268743,Establishments with 5 to 9 employees,11404390,2014
New Jersey,34,27226,367087,Establishments with 10 to 19 employees,16278027,2014
New Jersey,34,18627,564008,Establishments with 20 to 49 employees,26874675,2014
New Jersey,34,6321,436051,Establishments with 50 to 99 employees,23313385,2014
New Jersey,34,3878,590689,Establishments with 100 to 249 employees,32517103,2014
New Jersey,34,965,325514,Establishments with 250 to 499 employees,21619474,2014
New Jersey,34,313,216153,Establishments with 500 to 999 employees,16724821,2014
New Jersey,34,246,529969,"Establishments with 1,000 employees or more",42940348,2014
New Mexico,35,43748,602632,All establishments,23629149,2014
New Mexico,35,22880,41187,Establishments with 1 to 4 employees,1577133,2014
New Mexico,35,8629,57315,Establishments with 5 to 9 employees,1901735,2014
New Mexico,35,6139,83117,Establishments with 10 to 19 employees,2877255,2014
New Mexico,35,4068,122675,Establishments with 20 to 49 employees,4325288,2014
New Mexico,35,1173,80426,Establishments with 50 to 99 employees,2782172,2014
New Mexico,35,636,94824,Establishments with 100 to 249 employees,3850140,2014
New Mexico,35,162,55255,Establishments with 250 to 499 employees,2537809,2014
New Mexico,35,44,30008,Establishments with 500 to 999 employees,1447874,2014
New Mexico,35,17,37825,"Establishments with 1,000 employees or more",2329743,2014
New York,36,536890,7858425,All establishments,492706483,2014
New York,36,324463,540265,Establishments with 1 to 4 employees,26225540,2014
New York,36,89542,591435,Establishments with 5 to 9 employees,25023685,2014
New York,36,59295,800235,Establishments with 10 to 19 employees,36009724,2014
New York,36,39325,1186062,Establishments with 20 to 49 employees,58258683,2014
New York,36,13141,901626,Establishments with 50 to 99 employees,51585683,2014
New York,36,7574,1150565,Establishments with 100 to 249 employees,74324752,2014
New York,36,2105,724951,Establishments with 250 to 499 employees,51031588,2014
New York,36,878,599621,Establishments with 500 to 999 employees,45960966,2014
New York,36,567,1363665,"Establishments with 1,000 employees or more",124285862,2014
North Carolina,37,219897,3560448,All establishments,155372284,2014
North Carolina,37,116438,200502,Establishments with 1 to 4 employees,8262344,2014
North Carolina,37,42217,280553,Establishments with 5 to 9 employees,9838737,2014
North Carolina,37,28848,390845,Establishments with 10 to 19 employees,13761328,2014
North Carolina,37,20360,618032,Establishments with 20 to 49 employees,21775480,2014
North Carolina,37,6984,476696,Establishments with 50 to 99 employees,18215014,2014
North Carolina,37,3595,536842,Establishments with 100 to 249 employees,23336044,2014
North Carolina,37,920,319087,Establishments with 250 to 499 employees,16044037,2014
North Carolina,37,343,237298,Establishments with 500 to 999 employees,13016249,2014
North Carolina,37,192,500593,"Establishments with 1,000 employees or more",31123051,2014
North Dakota,38,24698,360970,All establishments,17362523,2014
North Dakota,38,13033,21860,Establishments with 1 to 4 employees,1070469,2014
North Dakota,38,4621,30612,Establishments with 5 to 9 employees,1228977,2014
North Dakota,38,3365,45968,Establishments with 10 to 19 employees,1889140,2014
North Dakota,38,2323,69062,Establishments with 20 to 49 employees,3100343,2014
North Dakota,38,805,55515,Establishments with 50 to 99 employees,2561936,2014
North Dakota,38,402,60417,Establishments with 100 to 249 employees,2891290,2014
North Dakota,38,110,37079,Establishments with 250 to 499 employees,2057842,2014
North Dakota,38,28,19332,Establishments with 500 to 999 employees,1238259,2014
North Dakota,38,11,21125,"Establishments with 1,000 employees or more",1324267,2014
Ohio,39,250535,4636844,All establishments,203868114,2014
Ohio,39,120899,219592,Establishments with 1 to 4 employees,9480393,2014
Ohio,39,51521,341141,Establishments with 5 to 9 employees,11887764,2014
Ohio,39,36523,492016,Establishments with 10 to 19 employees,17885755,2014
Ohio,39,25257,763463,Establishments with 20 to 49 employees,28305774,2014
Ohio,39,8808,606889,Establishments with 50 to 99 employees,24547230,2014
Ohio,39,5435,809352,Establishments with 100 to 249 employees,34694890,2014
Ohio,39,1334,458549,Establishments with 250 to 499 employees,23347693,2014
Ohio,39,475,323770,Establishments with 500 to 999 employees,17894719,2014
Ohio,39,283,622072,"Establishments with 1,000 employees or more",35823896,2014
Oklahoma,40,92430,1359851,All establishments,58150206,2014
Oklahoma,40,49528,88010,Establishments with 1 to 4 employees,3547836,2014
Oklahoma,40,17851,118078,Establishments with 5 to 9 employees,4019216,2014
Oklahoma,40,11797,159606,Establishments with 10 to 19 employees,5591513,2014
Oklahoma,40,8635,261318,Establishments with 20 to 49 employees,9398106,2014
Oklahoma,40,2629,179247,Establishments with 50 to 99 employees,6944730,2014
Oklahoma,40,1433,211212,Establishments with 100 to 249 employees,9642627,2014
Oklahoma,40,367,127317,Establishments with 250 to 499 employees,5867837,2014
Oklahoma,40,124,84134,Establishments with 500 to 999 employees,4838957,2014
Oklahoma,40,66,130929,"Establishments with 1,000 employees or more",8299384,2014
Oregon,41,109875,1444041,All establishments,65714985,2014
Oregon,41,60081,103211,Establishments with 1 to 4 employees,4052643,2014
Oregon,41,21346,141687,Establishments with 5 to 9 employees,4802308,2014
Oregon,41,14594,197476,Establishments with 10 to 19 employees,6907622,2014
Oregon,41,9113,271813,Establishments with 20 to 49 employees,10528709,2014
Oregon,41,2715,185032,Establishments with 50 to 99 employees,7810434,2014
Oregon,41,1460,214995,Establishments with 100 to 249 employees,9601536,2014
Oregon,41,381,126097,Establishments with 250 to 499 employees,6772429,2014
Oregon,41,124,86683,Establishments with 500 to 999 employees,5238534,2014
Oregon,41,61,117047,"Establishments with 1,000 employees or more",10000770,2014
Pennsylvania,42,298297,5255409,All establishments,248560941,2014
Pennsylvania,42,152383,278195,Establishments with 1 to 4 employees,11800073,2014
Pennsylvania,42,59582,393365,Establishments with 5 to 9 employees,14322838,2014
Pennsylvania,42,40336,545823,Establishments with 10 to 19 employees,21293252,2014
Pennsylvania,42,28159,850294,Establishments with 20 to 49 employees,34871244,2014
Pennsylvania,42,9779,672539,Establishments with 50 to 99 employees,29319162,2014
Pennsylvania,42,5707,865050,Establishments with 100 to 249 employees,40085914,2014
Pennsylvania,42,1480,506126,Establishments with 250 to 499 employees,26474567,2014
Pennsylvania,42,546,374861,Establishments with 500 to 999 employees,22545371,2014
Pennsylvania,42,325,769156,"Establishments with 1,000 employees or more",47848520,2014
Rhode Island,44,28132,421578,All establishments,19511135,2014
Rhode Island,44,15453,26054,Establishments with 1 to 4 employees,1206533,2014
Rhode Island,44,5211,34740,Establishments with 5 to 9 employees,1361248,2014
Rhode Island,44,3605,48348,Establishments with 10 to 19 employees,1825016,2014
Rhode Island,44,2435,73220,Establishments with 20 to 49 employees,3107022,2014
Rhode Island,44,802,55199,Establishments with 50 to 99 employees,2484347,2014
Rhode Island,44,470,70986,Establishments with 100 to 249 employees,3198712,2014
Rhode Island,44,94,30516,Establishments with 250 to 499 employees,1573539,2014
Rhode Island,44,35,25353,Establishments with 500 to 999 employees,1664777,2014
Rhode Island,44,27,57162,"Establishments with 1,000 employees or more",3089941,2014
South Carolina,45,102297,1617249,All establishments,62406424,2014
South Carolina,45,52990,95150,Establishments with 1 to 4 employees,3735953,2014
South Carolina,45,20612,136025,Establishments with 5 to 9 employees,4400397,2014
South Carolina,45,13769,186222,Establishments with 10 to 19 employees,6120109,2014
South Carolina,45,9520,288807,Establishments with 20 to 49 employees,9504204,2014
South Carolina,45,3019,204389,Establishments with 50 to 99 employees,6904827,2014
South Carolina,45,1688,253025,Establishments with 100 to 249 employees,9571845,2014
South Carolina,45,444,153008,Establishments with 250 to 499 employees,7026407,2014
South Carolina,45,165,114625,Establishments with 500 to 999 employees,5578521,2014
South Carolina,45,90,185998,"Establishments with 1,000 employees or more",9564161,2014
South Dakota,46,26198,347819,All establishments,13161115,2014
South Dakota,46,14454,24906,Establishments with 1 to 4 employees,939034,2014
South Dakota,46,5033,33363,Establishments with 5 to 9 employees,1075860,2014
South Dakota,46,3419,46092,Establishments with 10 to 19 employees,1522160,2014
South Dakota,46,2135,63883,Establishments with 20 to 49 employees,2114437,2014
South Dakota,46,693,47457,Establishments with 50 to 99 employees,1679085,2014
South Dakota,46,341,53137,Establishments with 100 to 249 employees,2071875,2014
South Dakota,46,83,29345,Establishments with 250 to 499 employees,1036486,2014
South Dakota,46,27,19106,Establishments with 500 to 999 employees,1228480,2014
South Dakota,46,13,30530,"Establishments with 1,000 employees or more",1493698,2014
Tennessee,47,131504,2453470,All establishments,103559163,2014
Tennessee,47,63459,119508,Establishments with 1 to 4 employees,5033140,2014
Tennessee,47,27579,182413,Establishments with 5 to 9 employees,6343200,2014
Tennessee,47,18661,252071,Establishments with 10 to 19 employees,9291862,2014
Tennessee,47,13421,405747,Establishments with 20 to 49 employees,15327411,2014
Tennessee,47,4451,307746,Establishments with 50 to 99 employees,12319890,2014
Tennessee,47,2745,406865,Establishments with 100 to 249 employees,16891722,2014
Tennessee,47,777,266122,Establishments with 250 to 499 employees,12435041,2014
Tennessee,47,272,186849,Establishments with 500 to 999 employees,9218240,2014
Tennessee,47,139,326149,"Establishments with 1,000 employees or more",16698657,2014
Texas,48,557721,9920214,All establishments,501456595,2014
Texas,48,285177,504616,Establishments with 1 to 4 employees,25612852,2014
Texas,48,107160,710101,Establishments with 5 to 9 employees,27541234,2014
Texas,48,75596,1023444,Establishments with 10 to 19 employees,41089477,2014
Texas,48,55270,1672836,Establishments with 20 to 49 employees,69069401,2014
Texas,48,18904,1296074,Establishments with 50 to 99 employees,59075138,2014
Texas,48,11064,1663985,Establishments with 100 to 249 employees,82745964,2014
Texas,48,2893,998899,Establishments with 250 to 499 employees,55800061,2014
Texas,48,1073,738790,Establishments with 500 to 999 employees,47349267,2014
Texas,48,584,1311469,"Establishments with 1,000 employees or more",93173201,2014
Utah,49,73375,1148251,All establishments,47913387,2014
Utah,49,41783,63386,Establishments with 1 to 4 employees,2790387,2014
Utah,49,12565,83461,Establishments with 5 to 9 employees,2878189,2014
Utah,49,9188,123837,Establishments with 10 to 19 employees,4280238,2014
Utah,49,6228,187875,Establishments with 20 to 49 employees,6977965,2014
Utah,49,1968,135213,Establishments with 50 to 99 employees,5679519,2014
Utah,49,1121,166873,Establishments with 100 to 249 employees,7523787,2014
Utah,49,323,112095,Establishments with 250 to 499 employees,5821494,2014
Utah,49,127,85432,Establishments with 500 to 999 employees,4181305,2014
Utah,49,72,190079,"Establishments with 1,000 employees or more",7780503,2014
Vermont,50,21041,261058,All establishments,10179794,2014
Vermont,50,11953,20508,Establishments with 1 to 4 employees,853078,2014
Vermont,50,4100,27065,Establishments with 5 to 9 employees,937523,2014
Vermont,50,2634,35252,Establishments with 10 to 19 employees,1231900,2014
Vermont,50,1577,46910,Establishments with 20 to 49 employees,1761597,2014
Vermont,50,445,30767,Establishments with 50 to 99 employees,1211979,2014
Vermont,50,245,36443,Establishments with 100 to 249 employees,1481817,2014
Vermont,50,49,16824,Establishments with 250 to 499 employees,785669,2014
Vermont,50,24,16665,Establishments with 500 to 999 employees,963622,2014
Vermont,50,14,30624,"Establishments with 1,000 employees or more",952609,2014
Virginia,51,195639,3160539,All establishments,159145063,2014
Virginia,51,103169,180582,Establishments with 1 to 4 employees,8347685,2014
Virginia,51,36463,241636,Establishments with 5 to 9 employees,9410737,2014
Virginia,51,26393,355656,Establishments with 10 to 19 employees,14262180,2014
Virginia,51,18544,560645,Establishments with 20 to 49 employees,23822466,2014
Virginia,51,6326,431755,Establishments with 50 to 99 employees,19567475,2014
Virginia,51,3360,501484,Establishments with 100 to 249 employees,25976894,2014
Virginia,51,887,308039,Establishments with 250 to 499 employees,18912652,2014
Virginia,51,315,211091,Establishments with 500 to 999 employees,14261807,2014
Virginia,51,182,369651,"Establishments with 1,000 employees or more",24583167,2014
Washington,53,179012,2528874,All establishments,141277549,2014
Washington,53,99944,166820,Establishments with 1 to 4 employees,7380034,2014
Washington,53,34085,225373,Establishments with 5 to 9 employees,8629043,2014
Washington,53,22342,301580,Establishments with 10 to 19 employees,12151559,2014
Washington,53,14439,433503,Establishments with 20 to 49 employees,18528711,2014
Washington,53,4674,320792,Establishments with 50 to 99 employees,15206159,2014
Washington,53,2565,381021,Establishments with 100 to 249 employees,19527791,2014
Washington,53,626,209966,Establishments with 250 to 499 employees,13674382,2014
Washington,53,213,142282,Establishments with 500 to 999 employees,10988141,2014
Washington,53,124,347537,"Establishments with 1,000 employees or more",35191729,2014
West Virginia,54,37354,575228,All establishments,22100477,2014
West Virginia,54,17914,34370,Establishments with 1 to 4 employees,1134022,2014
West Virginia,54,8381,55600,Establishments with 5 to 9 employees,1643419,2014
West Virginia,54,5651,75579,Establishments with 10 to 19 employees,2435502,2014
West Virginia,54,3464,103411,Establishments with 20 to 49 employees,3573369,2014
West Virginia,54,1126,76385,Establishments with 50 to 99 employees,2724608,2014
West Virginia,54,583,88443,Establishments with 100 to 249 employees,3581226,2014
West Virginia,54,150,51499,Establishments with 250 to 499 employees,2330042,2014
West Virginia,54,53,34758,Establishments with 500 to 999 employees,1904947,2014
West Virginia,54,32,55183,"Establishments with 1,000 employees or more",2773342,2014
Wisconsin,55,138221,2450254,All establishments,106791126,2014
Wisconsin,55,69523,121812,Establishments with 1 to 4 employees,5121895,2014
Wisconsin,55,27164,179878,Establishments with 5 to 9 employees,6151529,2014
Wisconsin,55,19249,261277,Establishments with 10 to 19 employees,8874367,2014
Wisconsin,55,13556,410782,Establishments with 20 to 49 employees,15341900,2014
Wisconsin,55,4722,326552,Establishments with 50 to 99 employees,13078496,2014
Wisconsin,55,2860,431729,Establishments with 100 to 249 employees,18410639,2014
Wisconsin,55,697,239274,Establishments with 250 to 499 employees,11791823,2014
Wisconsin,55,306,208409,Establishments with 500 to 999 employees,11455934,2014
Wisconsin,55,144,270541,"Establishments with 1,000 employees or more",16564543,2014
Wyoming,56,20807,219857,All establishments,10375577,2014
Wyoming,56,12073,20504,Establishments with 1 to 4 employees,939790,2014
Wyoming,56,4009,26520,Establishments with 5 to 9 employees,988434,2014
Wyoming,56,2532,34250,Establishments with 10 to 19 employees,1344213,2014
Wyoming,56,1511,44671,Establishments with 20 to 49 employees,1893035,2014
Wyoming,56,417,27807,Establishments with 50 to 99 employees,1329800,2014
Wyoming,56,197,29656,Establishments with 100 to 249 employees,1538884,2014
Wyoming,56,46,16318,Establishments with 250 to 499 employees,989796,2014
Wyoming,56,14,8297,Establishments with 500 to 999 employees,566202,2014
Wyoming,56,8,11834,"Establishments with 1,000 employees or more",785423,2014
American Samoa,60,480,7761,All establishments,133551,2014
American Samoa,60,260,486,Establishments with 1 to 4 employees,8474,2014
American Samoa,60,112,740,Establishments with 5 to 9 employees,11026,2014
American Samoa,60,51,693,Establishments with 10 to 19 employees,10527,2014
American Samoa,60,35,1052,Establishments with 20 to 49 employees,15850,2014
American Samoa,60,15,1096,Establishments with 50 to 99 employees,17171,2014
American Samoa,60,5,601,Establishments with 100 to 249 employees,11753,2014
American Samoa,60,0,0,Establishments with 250 to 499 employees,0,2014
American Samoa,60,1,0,Establishments with 500 to 999 employees,0,2014
American Samoa,60,1,0,"Establishments with 1,000 employees or more",0,2014
Guam,66,3474,56814,All establishments,1421411,2014
Guam,66,1518,2910,Establishments with 1 to 4 employees,82233,2014
Guam,66,796,5276,Establishments with 5 to 9 employees,117900,2014
Guam,66,559,7425,Establishments with 10 to 19 employees,169377,2014
Guam,66,398,12229,Establishments with 20 to 49 employees,292860,2014
Guam,66,129,9176,Establishments with 50 to 99 employees,209180,2014
Guam,66,46,7194,Establishments with 100 to 249 employees,163746,2014
Guam,66,20,6859,Establishments with 250 to 499 employees,183756,2014
Guam,66,8,5745,Establishments with 500 to 999 employees,202359,2014
Guam,66,0,0,"Establishments with 1,000 employees or more",0,2014
Commonwealth of the Northern Mariana Islands,69,1425,12078,All establishments,194709,2014
Commonwealth of the Northern Mariana Islands,69,954,1700,Establishments with 1 to 4 employees,26691,2014
Commonwealth of the Northern Mariana Islands,69,224,1442,Establishments with 5 to 9 employees,21804,2014
Commonwealth of the Northern Mariana Islands,69,139,1844,Establishments with 10 to 19 employees,31584,2014
Commonwealth of the Northern Mariana Islands,69,77,2283,Establishments with 20 to 49 employees,34948,2014
Commonwealth of the Northern Mariana Islands,69,12,0,Establishments with 50 to 99 employees,0,2014
Commonwealth of the Northern Mariana Islands,69,13,1924,Establishments with 100 to 249 employees,33540,2014
Commonwealth of the Northern Mariana Islands,69,6,2120,Establishments with 250 to 499 employees,35331,2014
Commonwealth of the Northern Mariana Islands,69,0,0,Establishments with 500 to 999 employees,0,2014
Commonwealth of the Northern Mariana Islands,69,0,0,"Establishments with 1,000 employees or more",0,2014
Puerto Rico,72,44169,681058,All establishments,17244332,2014
Puerto Rico,72,24381,46091,Establishments with 1 to 4 employees,1054008,2014
Puerto Rico,72,8525,56040,Establishments with 5 to 9 employees,1146652,2014
Puerto Rico,72,5321,71222,Establishments with 10 to 19 employees,1497430,2014
Puerto Rico,72,3712,111903,Establishments with 20 to 49 employees,2457096,2014
Puerto Rico,72,1188,82237,Establishments with 50 to 99 employees,2048863,2014
Puerto Rico,72,679,103900,Establishments with 100 to 249 employees,2726540,2014
Puerto Rico,72,228,81552,Establishments with 250 to 499 employees,2335241,2014
Puerto Rico,72,97,64225,Establishments with 500 to 999 employees,2059359,2014
Puerto Rico,72,38,63888,"Establishments with 1,000 employees or more",1919143,2014
United States Virgin Islands,78,2609,29541,All establishments,969022,2014
United States Virgin Islands,78,1400,2721,Establishments with 1 to 4 employees,89285,2014
United States Virgin Islands,78,552,3587,Establishments with 5 to 9 employees,116860,2014
United States Virgin Islands,78,357,4722,Establishments with 10 to 19 employees,137099,2014
United States Virgin Islands,78,213,6481,Establishments with 20 to 49 employees,188710,2014
United States Virgin Islands,78,49,3316,Establishments with 50 to 99 employees,128057,2014
United States Virgin Islands,78,28,4407,Establishments with 100 to 249 employees,130718,2014
United States Virgin Islands,78,7,2385,Establishments with 250 to 499 employees,89839,2014
United States Virgin Islands,78,3,1922,Establishments with 500 to 999 employees,88454,2014
United States Virgin Islands,78,0,0,"Establishments with 1,000 employees or more",0,2014
Alabama,01,98540,1634391,All establishments,67370353,2015
Alabama,01,48732,91287,Establishments with 1 to 4 employees,3784151,2015
Alabama,01,20941,138607,Establishments with 5 to 9 employees,4758260,2015
Alabama,01,13655,183994,Establishments with 10 to 19 employees,6561601,2015
Alabama,01,9670,292316,Establishments with 20 to 49 employees,10487731,2015
Alabama,01,3100,213871,Establishments with 50 to 99 employees,8211111,2015
Alabama,01,1670,248365,Establishments with 100 to 249 employees,10289044,2015
Alabama,01,502,171947,Establishments with 250 to 499 employees,7777262,2015
Alabama,01,181,126418,Establishments with 500 to 999 employees,6331995,2015
Alabama,01,89,167586,"Establishments with 1,000 employees or more",9169198,2015
Alaska,02,20907,267999,All establishments,15643303,2015
Alaska,02,11796,18407,Establishments with 1 to 4 employees,1137541,2015
Alaska,02,3994,26539,Establishments with 5 to 9 employees,1238572,2015
Alaska,02,2637,35026,Establishments with 10 to 19 employees,1806809,2015
Alaska,02,1587,46938,Establishments with 20 to 49 employees,2452053,2015
Alaska,02,496,34283,Establishments with 50 to 99 employees,1948571,2015
Alaska,02,274,41616,Establishments with 100 to 249 employees,2432388,2015
Alaska,02,80,26710,Establishments with 250 to 499 employees,1723446,2015
Alaska,02,30,19279,Establishments with 500 to 999 employees,1523613,2015
Alaska,02,13,19201,"Establishments with 1,000 employees or more",1380310,2015
Arizona,04,136352,2295186,All establishments,102671393,2015
Arizona,04,73646,118693,Establishments with 1 to 4 employees,5932382,2015
Arizona,04,24165,161093,Establishments with 5 to 9 employees,6013136,2015
Arizona,04,17638,238616,Establishments with 10 to 19 employees,8833778,2015
Arizona,04,12944,392743,Establishments with 20 to 49 employees,14215295,2015
Arizona,04,4499,307154,Establishments with 50 to 99 employees,12181983,2015
Arizona,04,2439,364379,Establishments with 100 to 249 employees,15694057,2015
Arizona,04,618,213273,Establishments with 250 to 499 employees,10481429,2015
Arizona,04,264,179294,Establishments with 500 to 999 employees,9094021,2015
Arizona,04,139,319941,"Establishments with 1,000 employees or more",20225312,2015
Arkansas,05,65175,1003113,All establishments,39451191,2015
Arkansas,05,33902,59880,Establishments with 1 to 4 employees,2507361,2015
Arkansas,05,13257,87727,Establishments with 5 to 9 employees,3106112,2015
Arkansas,05,8588,115640,Establishments with 10 to 19 employees,4352116,2015
Arkansas,05,6039,181655,Establishments with 20 to 49 employees,6497269,2015
Arkansas,05,1969,135213,Establishments with 50 to 99 employees,5021972,2015
Arkansas,05,966,145907,Establishments with 100 to 249 employees,6035284,2015
Arkansas,05,284,99841,Establishments with 250 to 499 employees,4232059,2015
Arkansas,05,111,74413,Establishments with 500 to 999 employees,3433413,2015
Arkansas,05,59,102837,"Establishments with 1,000 employees or more",4265605,2015
California,06,908120,14325377,All establishments,856954246,2015
California,06,510013,825805,Establishments with 1 to 4 employees,50738342,2015
California,06,159770,1056147,Establishments with 5 to 9 employees,45122996,2015
California,06,110661,1500010,Establishments with 10 to 19 employees,65131307,2015
California,06,79736,2397585,Establishments with 20 to 49 employees,109796072,2015
California,06,27478,1890431,Establishments with 50 to 99 employees,95293762,2015
California,06,14698,2203688,Establishments with 100 to 249 employees,126671232,2015
California,06,3585,1215414,Establishments with 250 to 499 employees,87238912,2015
California,06,1301,889630,Establishments with 500 to 999 employees,75065940,2015
California,06,878,2346667,"Establishments with 1,000 employees or more",201895683,2015
Colorado,08,161737,2253795,All establishments,117539555,2015
Colorado,08,96001,146169,Establishments with 1 to 4 employees,7684590,2015
Colorado,08,26692,176826,Establishments with 5 to 9 employees,7404650,2015
Colorado,08,18414,249077,Establishments with 10 to 19 employees,10423872,2015
Colorado,08,13167,395997,Establishments with 20 to 49 employees,16806733,2015
Colorado,08,4245,291396,Establishments with 50 to 99 employees,14158441,2015
Colorado,08,2315,345929,Establishments with 100 to 249 employees,18304446,2015
Colorado,08,577,197907,Establishments with 250 to 499 employees,12410478,2015
Colorado,08,191,125496,Establishments with 500 to 999 employees,8815500,2015
Colorado,08,135,324998,"Establishments with 1,000 employees or more",21530845,2015
Connecticut,09,89232,1503102,All establishments,92555072,2015
Connecticut,09,46919,80645,Establishments with 1 to 4 employees,4572548,2015
Connecticut,09,17146,113670,Establishments with 5 to 9 employees,5254215,2015
Connecticut,09,11826,159629,Establishments with 10 to 19 employees,7834896,2015
